scenario_id,tier,verdict,status,steps_used,prompt,expected_answer,agent_answer,required_source,cited_sources,reason_summary,open_coding_first_failure,axial_failure_mode,coding_notes
s-0166,T3,FAIL,model_failure,12,Step 1: In which district is Verdigris Union headquartered? Step 2: The organization holding headquarters district from Step 1 is affiliated with a partner organization. What is the flagship product of that partner organization? Step 3: The organization holding flagship product from Step 2 is affiliated with a partner organization. What is the external auditor of that partner organization? Step 4: The organization holding external auditor from Step 3 is affiliated with a partner organization. What is the flagship product of that partner organization? Step 5: The organization holding flagship product from Step 4 is affiliated with a partner organization. What is the external auditor of that partner organization? Provide the final answer for Step 5.,Helix-4031,,doc-0006,,Model failure: litellm.RateLimitError: RateLimitError: OpenAIException - Too Many Requests,,,
s-0167,T3,FAIL,step_cap,12,Step 1: In which district is Halcyon Systems headquartered? Step 2: The organization holding headquarters district from Step 1 is affiliated with a partner organization. What is the external auditor of that partner organization? Step 3: The organization holding external auditor from Step 2 is affiliated with a partner organization. What is the archival reference of that partner organization? Step 4: The organization holding archival reference from Step 3 is affiliated with a partner organization. What is the headquarters district of that partner organization? Step 5: The organization holding headquarters district from Step 4 is affiliated with a partner organization. What is the archival reference of that partner organization? Provide the final answer for Step 5.,Gossamer-4055,,doc-0011,,Step cap reached,,,
s-0168,T3,FAIL,model_failure,4,Step 1: Which firm is the external auditor of Nimbus Works? Step 2: The organization holding external auditor from Step 1 is affiliated with a partner organization. What is the internal codename of that partner organization? Step 3: The organization holding internal codename from Step 2 is affiliated with a partner organization. What is the flagship product of that partner organization? Step 4: The organization holding flagship product from Step 3 is affiliated with a partner organization. What is the external auditor of that partner organization? Step 5: The organization holding external auditor from Step 4 is affiliated with a partner organization. What is the headquarters district of that partner organization? Provide the final answer for Step 5.,Jade-4083,,doc-0016,,Model failure: litellm.RateLimitError: RateLimitError: OpenAIException - Too Many Requests,,,
s-0169,T3,FAIL,model_failure,4,Step 1: Which firm is the external auditor of Kestrel Foundry? Step 2: The organization holding external auditor from Step 1 is affiliated with a partner organization. What is the internal codename of that partner organization? Step 3: The organization holding internal codename from Step 2 is affiliated with a partner organization. What is the external auditor of that partner organization? Step 4: The organization holding external auditor from Step 3 is affiliated with a partner organization. What is the flagship product of that partner organization? Step 5: The organization holding flagship product from Step 4 is affiliated with a partner organization. What is the archival reference of that partner organization? Provide the final answer for Step 5.,Gossamer-4105,,doc-0021,,Model failure: litellm.RateLimitError: RateLimitError: OpenAIException - Too Many Requests,,,
s-0170,T3,FAIL,model_failure,11,Step 1: What is the internal codename of Lodestar Foundry? Step 2: The organization holding internal codename from Step 1 is affiliated with a partner organization. What is the headquarters district of that partner organization? Step 3: The organization holding headquarters district from Step 2 is affiliated with a partner organization. What is the flagship product of that partner organization? Step 4: The organization holding flagship product from Step 3 is affiliated with a partner organization. What is the headquarters district of that partner organization? Step 5: The organization holding headquarters district from Step 4 is affiliated with a partner organization. What is the headquarters district of that partner organization? Provide the final answer for Step 5.,Jade-4133,,doc-0026,,Model failure: litellm.InternalServerError: InternalServerError: OpenAIException - Internal Server Error,,,
s-0171,T3,FAIL,step_cap,12,Step 1: What is the flagship product of Umbra Systems? Step 2: The organization holding flagship product from Step 1 is affiliated with a partner organization. What is the flagship product of that partner organization? Step 3: The organization holding flagship product from Step 2 is affiliated with a partner organization. What is the headquarters district of that partner organization? Step 4: The organization holding headquarters district from Step 3 is affiliated with a partner organization. What is the headquarters district of that partner organization? Step 5: The organization holding headquarters district from Step 4 is affiliated with a partner organization. What is the archival reference of that partner organization? Provide the final answer for Step 5.,Gossamer-4155,,doc-0031,,Step cap reached,,,
s-0172,T3,FAIL,step_cap,12,Step 1: Which firm is the external auditor of Dovetail Collective? Step 2: The organization holding external auditor from Step 1 is affiliated with a partner organization. What is the headquarters district of that partner organization? Step 3: The organization holding headquarters district from Step 2 is affiliated with a partner organization. What is the archival reference of that partner organization? Step 4: The organization holding archival reference from Step 3 is affiliated with a partner organization. What is the external auditor of that partner organization? Step 5: The organization holding external auditor from Step 4 is affiliated with a partner organization. What is the headquarters district of that partner organization? Provide the final answer for Step 5.,Jade-4183,,doc-0036,,Step cap reached,,,
s-0173,T3,FAIL,step_cap,12,Step 1: What is the flagship product of Verdigris Foundry? Step 2: The organization holding flagship product from Step 1 is affiliated with a partner organization. What is the archival reference of that partner organization? Step 3: The organization holding archival reference from Step 2 is affiliated with a partner organization. What is the internal codename of that partner organization? Step 4: The organization holding internal codename from Step 3 is affiliated with a partner organization. What is the archival reference of that partner organization? Step 5: The organization holding archival reference from Step 4 is affiliated with a partner organization. What is the flagship product of that partner organization? Provide the final answer for Step 5.,Indigo-4207,,doc-0041,,Step cap reached,,,
s-0174,T3,FAIL,model_failure,12,Step 1: In which district is Marrow Foundry headquartered? Step 2: The organization holding headquarters district from Step 1 is affiliated with a partner organization. What is the flagship product of that partner organization? Step 3: The organization holding flagship product from Step 2 is affiliated with a partner organization. What is the archival reference of that partner organization? Step 4: The organization holding archival reference from Step 3 is affiliated with a partner organization. What is the archival reference of that partner organization? Step 5: The organization holding archival reference from Step 4 is affiliated with a partner organization. What is the internal codename of that partner organization? Provide the final answer for Step 5.,Kelvin-4234,,doc-0046,,Model failure: litellm.InternalServerError: InternalServerError: OpenAIException - Internal Server Error,,,
s-0175,T3,FAIL,model_failure,2,Step 1: In which district is Solace Union headquartered? Step 2: The organization holding headquarters district from Step 1 is affiliated with a partner organization. What is the headquarters district of that partner organization? Step 3: The organization holding headquarters district from Step 2 is affiliated with a partner organization. What is the archival reference of that partner organization? Step 4: The organization holding archival reference from Step 3 is affiliated with a partner organization. What is the external auditor of that partner organization? Step 5: The organization holding external auditor from Step 4 is affiliated with a partner organization. What is the external auditor of that partner organization? Provide the final answer for Step 5.,Helix-4256,,doc-0051,,Model failure: litellm.RateLimitError: RateLimitError: OpenAIException - Too Many Requests,,,
s-0176,T3,FAIL,model_failure,3,Step 1: Which firm is the external auditor of Halcyon Union? Step 2: The organization holding external auditor from Step 1 is affiliated with a partner organization. What is the archival reference of that partner organization? Step 3: The organization holding archival reference from Step 2 is affiliated with a partner organization. What is the internal codename of that partner organization? Step 4: The organization holding internal codename from Step 3 is affiliated with a partner organization. What is the internal codename of that partner organization? Step 5: The organization holding internal codename from Step 4 is affiliated with a partner organization. What is the flagship product of that partner organization? Provide the final answer for Step 5.,Indigo-4282,,doc-0056,,Model failure: litellm.RateLimitError: RateLimitError: OpenAIException - Too Many Requests,,,
s-0177,T3,FAIL,model_failure,1,Step 1: Which firm is the external auditor of Dovetail Works? Step 2: The organization holding external auditor from Step 1 is affiliated with a partner organization. What is the archival reference of that partner organization? Step 3: The organization holding archival reference from Step 2 is affiliated with a partner organization. What is the external auditor of that partner organization? Step 4: The organization holding external auditor from Step 3 is affiliated with a partner organization. What is the internal codename of that partner organization? Step 5: The organization holding internal codename from Step 4 is affiliated with a partner organization. What is the archival reference of that partner organization? Provide the final answer for Step 5.,Gossamer-4305,,doc-0061,,Model failure: litellm.RateLimitError: RateLimitError: OpenAIException - Too Many Requests,,,
s-0178,T3,FAIL,model_failure,1,Step 1: Which firm is the external auditor of Marrow Systems? Step 2: The organization holding external auditor from Step 1 is affiliated with a partner organization. What is the flagship product of that partner organization? Step 3: The organization holding flagship product from Step 2 is affiliated with a partner organization. What is the external auditor of that partner organization? Step 4: The organization holding external auditor from Step 3 is affiliated with a partner organization. What is the archival reference of that partner organization? Step 5: The organization holding archival reference from Step 4 is affiliated with a partner organization. What is the external auditor of that partner organization? Provide the final answer for Step 5.,Helix-4331,,doc-0066,,Model failure: litellm.RateLimitError: RateLimitError: OpenAIException - Too Many Requests,,,
s-0179,T3,FAIL,model_failure,1,Step 1: What is the archival reference of Juniper Collective? Step 2: The organization holding archival reference from Step 1 is affiliated with a partner organization. What is the flagship product of that partner organization? Step 3: The organization holding flagship product from Step 2 is affiliated with a partner organization. What is the headquarters district of that partner organization? Step 4: The organization holding headquarters district from Step 3 is affiliated with a partner organization. What is the external auditor of that partner organization? Step 5: The organization holding external auditor from Step 4 is affiliated with a partner organization. What is the external auditor of that partner organization? Provide the final answer for Step 5.,Helix-4356,,doc-0071,,Model failure: litellm.RateLimitError: RateLimitError: OpenAIException - Too Many Requests,,,
s-0180,T3,FAIL,step_cap,12,Step 1: Which firm is the external auditor of Ember Foundry? Step 2: The organization holding external auditor from Step 1 is affiliated with a partner organization. What is the archival reference of that partner organization? Step 3: The organization holding archival reference from Step 2 is affiliated with a partner organization. What is the internal codename of that partner organization? Step 4: The organization holding internal codename from Step 3 is affiliated with a partner organization. What is the internal codename of that partner organization? Step 5: The organization holding internal codename from Step 4 is affiliated with a partner organization. What is the external auditor of that partner organization? Provide the final answer for Step 5.,Helix-4381,,doc-0076,,Step cap reached,,,
s-0181,T3,FAIL,step_cap,12,Step 1: In which district is Ember Union headquartered? Step 2: The organization holding headquarters district from Step 1 is affiliated with a partner organization. What is the internal codename of that partner organization? Step 3: The organization holding internal codename from Step 2 is affiliated with a partner organization. What is the headquarters district of that partner organization? Step 4: The organization holding headquarters district from Step 3 is affiliated with a partner organization. What is the internal codename of that partner organization? Step 5: The organization holding internal codename from Step 4 is affiliated with a partner organization. What is the headquarters district of that partner organization? Provide the final answer for Step 5.,Jade-4408,,doc-0081,,Step cap reached,,,
s-0182,T3,FAIL,model_failure,12,Step 1: What is the flagship product of Willow Foundry? Step 2: The organization holding flagship product from Step 1 is affiliated with a partner organization. What is the headquarters district of that partner organization? Step 3: The organization holding headquarters district from Step 2 is affiliated with a partner organization. What is the internal codename of that partner organization? Step 4: The organization holding internal codename from Step 3 is affiliated with a partner organization. What is the archival reference of that partner organization? Step 5: The organization holding archival reference from Step 4 is affiliated with a partner organization. What is the internal codename of that partner organization? Provide the final answer for Step 5.,Kelvin-4434,,doc-0086,,Model failure: litellm.RateLimitError: RateLimitError: OpenAIException - Too Many Requests,,,
s-0183,T3,FAIL,model_failure,12,Step 1: What is the archival reference of Peregrine Works? Step 2: The organization holding archival reference from Step 1 is affiliated with a partner organization. What is the flagship product of that partner organization? Step 3: The organization holding flagship product from Step 2 is affiliated with a partner organization. What is the archival reference of that partner organization? Step 4: The organization holding archival reference from Step 3 is affiliated with a partner organization. What is the external auditor of that partner organization? Step 5: The organization holding external auditor from Step 4 is affiliated with a partner organization. What is the headquarters district of that partner organization? Provide the final answer for Step 5.,Jade-4458,,doc-0091,,Model failure: litellm.RateLimitError: RateLimitError: OpenAIException - Too Many Requests,,,
s-0184,T3,FAIL,step_cap,12,Step 1: In which district is Dovetail Union headquartered? Step 2: The organization holding headquarters district from Step 1 is affiliated with a partner organization. What is the archival reference of that partner organization? Step 3: The organization holding archival reference from Step 2 is affiliated with a partner organization. What is the archival reference of that partner organization? Step 4: The organization holding archival reference from Step 3 is affiliated with a partner organization. What is the flagship product of that partner organization? Step 5: The organization holding flagship product from Step 4 is affiliated with a partner organization. What is the external auditor of that partner organization? Provide the final answer for Step 5.,Helix-4481,,doc-0096,,Step cap reached,,,
s-0185,T3,FAIL,model_failure,2,Step 1: Which firm is the external auditor of Girona Systems? Step 2: The organization holding external auditor from Step 1 is affiliated with a partner organization. What is the headquarters district of that partner organization? Step 3: The organization holding headquarters district from Step 2 is affiliated with a partner organization. What is the flagship product of that partner organization? Step 4: The organization holding flagship product from Step 3 is affiliated with a partner organization. What is the flagship product of that partner organization? Step 5: The organization holding flagship product from Step 4 is affiliated with a partner organization. What is the archival reference of that partner organization? Provide the final answer for Step 5.,Gossamer-4505,,doc-0101,,Model failure: litellm.RateLimitError: RateLimitError: OpenAIException - Too Many Requests,,,
s-0186,T3,FAIL,model_failure,2,Step 1: What is the archival reference of Fathom Labs? Step 2: The organization holding archival reference from Step 1 is affiliated with a partner organization. What is the headquarters district of that partner organization? Step 3: The organization holding headquarters district from Step 2 is affiliated with a partner organization. What is the internal codename of that partner organization? Step 4: The organization holding internal codename from Step 3 is affiliated with a partner organization. What is the external auditor of that partner organization? Step 5: The organization holding external auditor from Step 4 is affiliated with a partner organization. What is the flagship product of that partner organization? Provide the final answer for Step 5.,Indigo-4532,,doc-0106,,Model failure: litellm.RateLimitError: RateLimitError: OpenAIException - Too Many Requests,,,
s-0187,T3,FAIL,model_failure,1,Step 1: In which district is Aster Collective headquartered? Step 2: The organization holding headquarters district from Step 1 is affiliated with a partner organization. What is the external auditor of that partner organization? Step 3: The organization holding external auditor from Step 2 is affiliated with a partner organization. What is the external auditor of that partner organization? Step 4: The organization holding external auditor from Step 3 is affiliated with a partner organization. What is the external auditor of that partner organization? Step 5: The organization holding external auditor from Step 4 is affiliated with a partner organization. What is the flagship product of that partner organization? Provide the final answer for Step 5.,Indigo-4557,,doc-0111,,Model failure: litellm.RateLimitError: RateLimitError: OpenAIException - Too Many Requests,,,
s-0188,T3,FAIL,step_cap,12,Step 1: In which district is Ironwood Foundry headquartered? Step 2: The organization holding headquarters district from Step 1 is affiliated with a partner organization. What is the headquarters district of that partner organization? Step 3: The organization holding headquarters district from Step 2 is affiliated with a partner organization. What is the flagship product of that partner organization? Step 4: The organization holding flagship product from Step 3 is affiliated with a partner organization. What is the external auditor of that partner organization? Step 5: The organization holding external auditor from Step 4 is affiliated with a partner organization. What is the archival reference of that partner organization? Provide the final answer for Step 5.,Gossamer-4580,,doc-0116,,Step cap reached,,,
s-0189,T3,FAIL,model_failure,12,Step 1: What is the archival reference of Lodestar Labs? Step 2: The organization holding archival reference from Step 1 is affiliated with a partner organization. What is the flagship product of that partner organization? Step 3: The organization holding flagship product from Step 2 is affiliated with a partner organization. What is the external auditor of that partner organization? Step 4: The organization holding external auditor from Step 3 is affiliated with a partner organization. What is the flagship product of that partner organization? Step 5: The organization holding flagship product from Step 4 is affiliated with a partner organization. What is the archival reference of that partner organization? Provide the final answer for Step 5.,Gossamer-4605,,doc-0121,,Model failure: litellm.RateLimitError: RateLimitError: OpenAIException - Too Many Requests,,,
s-0190,T3,FAIL,step_cap,12,Step 1: What is the flagship product of Orrery Foundry? Step 2: The organization holding flagship product from Step 1 is affiliated with a partner organization. What is the archival reference of that partner organization? Step 3: The organization holding archival reference from Step 2 is affiliated with a partner organization. What is the headquarters district of that partner organization? Step 4: The organization holding headquarters district from Step 3 is affiliated with a partner organization. What is the external auditor of that partner organization? Step 5: The organization holding external auditor from Step 4 is affiliated with a partner organization. What is the flagship product of that partner organization? Provide the final answer for Step 5.,Indigo-4632,,doc-0126,,Step cap reached,,,
s-0191,T3,FAIL,step_cap,12,Step 1: What is the archival reference of Xebec Union? Step 2: The organization holding archival reference from Step 1 is affiliated with a partner organization. What is the headquarters district of that partner organization? Step 3: The organization holding headquarters district from Step 2 is affiliated with a partner organization. What is the external auditor of that partner organization? Step 4: The organization holding external auditor from Step 3 is affiliated with a partner organization. What is the headquarters district of that partner organization? Step 5: The organization holding headquarters district from Step 4 is affiliated with a partner organization. What is the internal codename of that partner organization? Provide the final answer for Step 5.,Kelvin-4659,,doc-0131,,Step cap reached,,,
s-0192,T3,FAIL,model_failure,12,Step 1: Which firm is the external auditor of Juniper Foundry? Step 2: The organization holding external auditor from Step 1 is affiliated with a partner organization. What is the archival reference of that partner organization? Step 3: The organization holding archival reference from Step 2 is affiliated with a partner organization. What is the external auditor of that partner organization? Step 4: The organization holding external auditor from Step 3 is affiliated with a partner organization. What is the flagship product of that partner organization? Step 5: The organization holding flagship product from Step 4 is affiliated with a partner organization. What is the external auditor of that partner organization? Provide the final answer for Step 5.,Helix-4681,,doc-0136,,Model failure: litellm.RateLimitError: RateLimitError: OpenAIException - Too Many Requests,,,
s-0193,T3,FAIL,model_failure,3,Step 1: What is the archival reference of Riven Collective? Step 2: The organization holding archival reference from Step 1 is affiliated with a partner organization. What is the flagship product of that partner organization? Step 3: The organization holding flagship product from Step 2 is affiliated with a partner organization. What is the internal codename of that partner organization? Step 4: The organization holding internal codename from Step 3 is affiliated with a partner organization. What is the internal codename of that partner organization? Step 5: The organization holding internal codename from Step 4 is affiliated with a partner organization. What is the flagship product of that partner organization? Provide the final answer for Step 5.,Indigo-4707,,doc-0141,,Model failure: litellm.RateLimitError: RateLimitError: OpenAIException - Too Many Requests,,,
s-0194,T3,FAIL,model_failure,1,Step 1: What is the flagship product of Aster Foundry? Step 2: The organization holding flagship product from Step 1 is affiliated with a partner organization. What is the external auditor of that partner organization? Step 3: The organization holding external auditor from Step 2 is affiliated with a partner organization. What is the archival reference of that partner organization? Step 4: The organization holding archival reference from Step 3 is affiliated with a partner organization. What is the flagship product of that partner organization? Step 5: The organization holding flagship product from Step 4 is affiliated with a partner organization. What is the flagship product of that partner organization? Provide the final answer for Step 5.,Indigo-4732,,doc-0146,,Model failure: litellm.RateLimitError: RateLimitError: OpenAIException - Too Many Requests,,,
s-0195,T3,FAIL,model_failure,1,Step 1: What is the archival reference of Umbra Labs? Step 2: The organization holding archival reference from Step 1 is affiliated with a partner organization. What is the headquarters district of that partner organization? Step 3: The organization holding headquarters district from Step 2 is affiliated with a partner organization. What is the internal codename of that partner organization? Step 4: The organization holding internal codename from Step 3 is affiliated with a partner organization. What is the flagship product of that partner organization? Step 5: The organization holding flagship product from Step 4 is affiliated with a partner organization. What is the flagship product of that partner organization? Provide the final answer for Step 5.,Nyx-4012,,doc-0002,,Model failure: litellm.RateLimitError: RateLimitError: OpenAIException - Too Many Requests,,,
s-0196,T3,FAIL,model_failure,1,Step 1: What is the flagship product of Verdigris Union? Step 2: The organization holding flagship product from Step 1 is affiliated with a partner organization. What is the flagship product of that partner organization? Step 3: The organization holding flagship product from Step 2 is affiliated with a partner organization. What is the headquarters district of that partner organization? Step 4: The organization holding headquarters district from Step 3 is affiliated with a partner organization. What is the archival reference of that partner organization? Step 5: The organization holding archival reference from Step 4 is affiliated with a partner organization. What is the headquarters district of that partner organization? Provide the final answer for Step 5.,Onyx-4038,,doc-0007,,Model failure: litellm.RateLimitError: RateLimitError: OpenAIException - Too Many Requests,,,
s-0197,T3,FAIL,model_failure,1,Step 1: What is the internal codename of Halcyon Systems? Step 2: The organization holding internal codename from Step 1 is affiliated with a partner organization. What is the external auditor of that partner organization? Step 3: The organization holding external auditor from Step 2 is affiliated with a partner organization. What is the internal codename of that partner organization? Step 4: The organization holding internal codename from Step 3 is affiliated with a partner organization. What is the archival reference of that partner organization? Step 5: The organization holding archival reference from Step 4 is affiliated with a partner organization. What is the flagship product of that partner organization? Provide the final answer for Step 5.,Nyx-4062,,doc-0012,,Model failure: litellm.RateLimitError: RateLimitError: OpenAIException - Too Many Requests,,,
s-0198,T3,FAIL,model_failure,1,Step 1: In which district is Nimbus Works headquartered? Step 2: The organization holding headquarters district from Step 1 is affiliated with a partner organization. What is the flagship product of that partner organization? Step 3: The organization holding flagship product from Step 2 is affiliated with a partner organization. What is the archival reference of that partner organization? Step 4: The organization holding archival reference from Step 3 is affiliated with a partner organization. What is the headquarters district of that partner organization? Step 5: The organization holding headquarters district from Step 4 is affiliated with a partner organization. What is the flagship product of that partner organization? Provide the final answer for Step 5.,Nyx-4087,,doc-0017,,Model failure: litellm.RateLimitError: RateLimitError: OpenAIException - Too Many Requests,,,
s-0199,T3,FAIL,model_failure,1,Step 1: In which district is Kestrel Foundry headquartered? Step 2: The organization holding headquarters district from Step 1 is affiliated with a partner organization. What is the flagship product of that partner organization? Step 3: The organization holding flagship product from Step 2 is affiliated with a partner organization. What is the flagship product of that partner organization? Step 4: The organization holding flagship product from Step 3 is affiliated with a partner organization. What is the headquarters district of that partner organization? Step 5: The organization holding headquarters district from Step 4 is affiliated with a partner organization. What is the headquarters district of that partner organization? Provide the final answer for Step 5.,Onyx-4113,,doc-0022,,Model failure: litellm.RateLimitError: RateLimitError: OpenAIException - Too Many Requests,,,
s-0200,T3,FAIL,model_failure,1,Step 1: In which district is Lodestar Foundry headquartered? Step 2: The organization holding headquarters district from Step 1 is affiliated with a partner organization. What is the internal codename of that partner organization? Step 3: The organization holding internal codename from Step 2 is affiliated with a partner organization. What is the headquarters district of that partner organization? Step 4: The organization holding headquarters district from Step 3 is affiliated with a partner organization. What is the internal codename of that partner organization? Step 5: The organization holding internal codename from Step 4 is affiliated with a partner organization. What is the flagship product of that partner organization? Provide the final answer for Step 5.,Nyx-4137,,doc-0027,,Model failure: litellm.RateLimitError: RateLimitError: OpenAIException - Too Many Requests,,,
